Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Legislature (Peru)	Legislative / Parliamentary Government
Foreign Affairs (Ireland)	Executive Foreign Ministry Government
Cabinet / Council of Ministers / Advisors (Seychelles)	Executive Cabinet Government
Head of Government (Hungary)	Executive Office Executive Government
Heinz-Christian Strache	Austria, Regional Regional Diplomatic IGOs Parties International Government Organization Ideological Far Right (National) Major Party
Party President (Austria)	Parties
Legislature (Kazakhstan)	Legislative / Parliamentary Government
Albert Reynolds	Ireland, Elite
The Sunday Times	United Kingdom, Regional Regional Diplomatic IGOs Center Right News International Government Organization Ideological Social Print News Media
Engineer (Philippines)	General Population / Civilian / Social Social
Raul Hernandez	Philippines, Executive Foreign Ministry Government
Shimon Peres	Israel, Executive Jews Executive Office International Ethnic Parties Elite Ideological Center Left Centrist (National) Major Party Government
Al Gore	United States, Parties Center Left (National) Major Party Ideological
Alan Dershowitz	United States, Legal Social
Jew (Poland)	National Religious International Religious Social Jewish
Air Force (Jordan)	Air Force Military Government
Health Ministry (Israel)	Executive Government Health Ministry
Medical Personnel (Israel)	Nongovernmental Organizations / Activists Medical / Health NGOs
Anti Defamation League	Non-Governmental Organizations, International Religious Nongovernmental Organization (International) Jewish Human Rights IGOs
Lawyer/Attorney (Botswana)	Legal Social
Member of the Judiciary (El Salvador)	Judicial Government
Archbishop (Malta)	National Religious Social
Men (Ecuador)	General Population / Civilian / Social Social
Labor Union (Costa Rica)	Labor Social
Police (Uruguay)	Police Government
Party Member (Costa Rica)	Parties
Court Judge (Guinea)	Judicial Government
Union des Forces Démocratiques de Guinée	Guinea, (National) Major Party Parties
Medical Personnel (Turkey)	Nongovernmental Organizations / Activists Medical / Health NGOs
Domestic Affairs (Yemen)	Interior / Home Ministry Executive Government
Immigrants (Algeria)	General Population / Civilian / Social Social
Aly Ngouille Ndiaye	Senegal, Interior / Home Ministry Executive Government
Naval (Senegal)	Navy Military Government
Rally of the Republicans	Cote d'Ivoire, Insurgents Parties Ideological Dissident Centrist (National) Major Party
Activist (Rally of the Republicans)	Parties Centrist (National) Major Party Ideological
Assemblies (Cote d'Ivoire)	Legislative / Parliamentary Government
City Mayor (Senegal)	Municipal Government Local
Election Commission (Democratic Republic of Congo)	Executive Elections Ministry Government
Citizen (Mauritania)	General Population / Civilian / Social Social
Frank Bakke-Jensen	Norway, Executive Defense / Security Ministry Unicameral Legislative / Parliamentary Government
Detainee (Cuba)	Dissident Protestors / Popular Opposition / Mobs
Labor Union (Philippines)	Labor Social
Government Official (New Zealand)	Government
Military Personnel - Special (Ecuador)	Military Government
Defense / Security Ministry (Philippines)	Defense / Security Ministry Executive Government
Media Personnel (Hong Kong)	Social Media
Vo Chi Cong	Vietnam, Elite
Intellectual (Vietnam)	Education Social
Thief (Spain)	Criminals / Gangs Dissident
Valery Dmitrievich Zorkin	Russian Federation, National / Supreme Court Judicial Government
Government Affiliated Bank (United States)	Finance / Economy / Commerce / Trade Ministry Executive Government
Diori Hamani International Airport	Niger, State-Owned Enterprises Government State-Owned Transportation
Bobboi Bala Kaigama	Nigeria, Nongovernmental Organizations / Activists Labor NGOs
Military Personnel - Special (Benin)	Military Government
Rights Activist (Kenya)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Defector (North Korea)	Dissident Exiles
Indigenous People (Cameroon)	General Population / Civilian / Social Social
Bank (Bulgaria)	Business Social
Treasury/Finance Ministry (Tanzania)	Finance / Economy / Commerce / Trade Ministry Executive Government
Claver Gatete	Rwanda, Finance / Economy / Commerce / Trade Ministry Executive Government
Afenifere	Nigeria, Yoruba Ethnic NGOs Nongovernmental Organizations / Activists International Ethnic
Jacob Oulanyah	Uganda, Unicameral Parties Legislative / Parliamentary (National) Minor Party (National) Major Party Government
Kyodo News	Japan, News Social Media
Thief (Cambodia)	Criminals / Gangs Dissident
Secret Intelligence Service	United Kingdom, Executive Regional Regional Diplomatic IGOs Intelligence Ministry International Government Organization Government
Government Lawyer/Representative (Latvia)	Executive Justice / Law Ministry Government
National Security Agency	United States, Defense / Security Ministry Executive Government
Abul Hasan Mahmud Ali	Bangladesh, Executive Government Government Major Party (In Government) Parties Legislative / Parliamentary (National) Major Party Foreign Ministry
Women (Myanmar)	General Population / Civilian / Social Social
Naval (Taiwan)	Navy Military Government
Political Parties (Taiwan)	Parties
Human Rights Group (Indonesia)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Finance / Economy / Commerce / Trade Ministry (South Africa)	Finance / Economy / Commerce / Trade Ministry Executive Government
Immigrants (Israel)	General Population / Civilian / Social Social
Labor Union (Sudan)	Labor Social
Education (Sudan)	Education Social
Militant (Cameroon)	Unidentified Forces
Drug Dealer (Benin)	Criminals / Gangs Dissident
Secretariat (Azerbaijan)	Government
Main Opposition (Egypt)	Dissident Protestors / Popular Opposition / Mobs
Benjamin Martins	South Africa, Interior / Home Ministry Executive Government Housing / Construction Ministry
Environment Department/Ministry (Croatia)	Executive Environment Ministry Government
Public Prosecutor (South Korea)	Judicial Government
Government Affiliated Bank (Ukraine)	Finance / Economy / Commerce / Trade Ministry Executive Government
Government (Lesotho)	Government
Jawed Faisal	Afghanistan, Local Provincial Social Government Media
Hans-Georg Maassen	Germany, Intelligence Ministry Executive Government
Militant (Niger)	Unidentified Forces
Media Personnel (Croatia)	Social Media
Municipal Court (Croatia)	Judicial Government
Marco Aurelio de Mello	United Kingdom, Government
Globo Television	Brazil, Entertainment News Media Television News Social Television Entertainment
Military Police (Brazil)	Military Government
Ariana TV	Afghanistan, Television Entertainment Social Entertainment Media
Zalmay Mamozy Khalilzad	United States, Executive Government International Religious Center Right Parties Nongovernmental Organizations / Activists Muslim Ideological Far Right Information / Communication / Transparency NGOs (National) Major Party Foreign Ministry
Election Commission (Zimbabwe)	Executive Elections Ministry Government
Wilhelmino M. Sy-Alvarado	Philippines, Provincial Government Local
Caritas	Non-Governmental Organizations, International Religious Charity IGOs Catholic Nongovernmental Organization (International)
Ombudsman (Botswana)	Government
Botswana Congress Party	Botswana, Parties (National) Minor Party
Ministry (Ethiopia)	Government
Presidential Press Service (Ethiopia)	Executive Office Executive Government
Rosen Plevneliev	Bulgaria, Executive Executive Office Center Right Parties Women / Children / Social / Welfare / Development / Religion Ministry Elite Ideological (National) Minor Party Government
Environmentalist (Kosovo)	Environment IGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Head of Government (Turkmenistan)	Executive Office Executive Government
Attack Helicopter (Russia)	Military Government
Professor (Switzerland)	Education Social
Head of Government (Macedonia)	Executive Office Executive Government
Inspector General (Kenya)	Police Government
Al-Manar	Lebanon, Organized Violent Far Left International Religious Shia News Parties National Religious Radio News Ideological (National) Minor Party Dissident Social Media
Domestic Affairs (Kenya)	Interior / Home Ministry Executive Government
Brigitte Zypries	Germany, Executive Justice / Law Ministry Regional Finance / Economy / Commerce / Trade Ministry Lower House Regional Diplomatic IGOs Parties Legislative / Parliamentary Cabinet International Government Organization Ideological Center Left (National) Major Party Government
Population (Germany)	General Population / Civilian / Social Social
Ranko Krivokapic	Montenegro, Local Legislative / Parliamentary Provincial Elite Government
Muslim (Egypt)	National Religious Muslim International Religious Social
Energy Department/Ministry (Egypt)	Energy Ministry Executive Government
Ken Ofori-Atta	Ghana, Finance / Economy / Commerce / Trade Ministry Executive Government
Undersecretary (United Kingdom)	Regional Diplomatic IGOs International Government Organization Government Regional
Presidential Aide (Azerbaijan)	Executive Office Executive Government
Scholar (Switzerland)	Education Social
Labor Union (Belgium)	Labor Social
Business (Kenya)	Business Social
Lawyer/Attorney (Austria)	Regional Regional Diplomatic IGOs International Government Organization Social Legal
Nikolai Platonovich Patrushev	Russian Federation, Executive National / Border Divisions Police Defense / Security Ministry Government
Appeals Court (Netherlands)	Judicial Government
Civil Servant (Namibia)	Government
Representatives (France)	Regional Regional Diplomatic IGOs Legislative / Parliamentary International Government Organization Government
Ethiopian Investment Authority	Ethiopia, State-Owned Consulting / Financial Services State-Owned Enterprises Government
Nguyen Tan Dung	Vietnam, Executive Office Executive Elite Government
Business (Slovakia)	Business Social
Employee (Slovakia)	Labor Social
Militia (Lebanon)	Unidentified Forces
Mob (Nigeria)	Dissident Protestors / Popular Opposition / Mobs
Justice Department/Ministery (United Kingdom)	Regional Regional Diplomatic IGOs Judicial International Government Organization Government
Ryanair	Multi-National Corporations, Transportation Business Business Social Multinational Corporation
Airline (United Kingdom)	Business Regional Regional Diplomatic IGOs International Government Organization Social
Royal Administration (Brunei)	Government
